mirna_accession,mirna_name,chr,start,end,strand
MIMAT0027595,hsa-miR-6847-3p,8,145134821,145134842,+
MIMAT0028121,hsa-miR-7112-5p,8,145317619,145317640,-
MIMAT0028122,hsa-miR-7112-3p,8,145317576,145317598,-
MIMAT0027596,hsa-miR-6848-5p,8,145540951,145540973,-
MIMAT0027597,hsa-miR-6848-3p,8,145540916,145540934,-
MIMAT0004982,hsa-miR-939-5p,8,145619408,145619431,-
MIMAT0022939,hsa-miR-939-3p,8,145619376,145619396,-
MIMAT0005589,hsa-miR-1234-3p,8,145625478,145625499,-
MIMAT0027598,hsa-miR-6849-5p,8,145625712,145625734,-
MIMAT0027599,hsa-miR-6849-3p,8,145625671,145625692,-
MIMAT0027686,hsa-miR-6893-5p,8,145660977,145660997,-
MIMAT0027687,hsa-miR-6893-3p,8,145660934,145660955,-
MIMAT0041631,hsa-miR-10400-5p,8,145687902,145687922,-
MIMAT0041632,hsa-miR-10400-3p,8,145687868,145687889,-
MIMAT0027600,hsa-miR-6850-5p,8,146017355,146017376,-
MIMAT0027601,hsa-miR-6850-3p,8,146017320,146017339,-
MIMAT0005890,hsa-miR-1302,9,30216,30236,+
MIMAT0000099,hsa-miR-101-3p,9,4850345,4850365,+
MIMAT0037312,hsa-miR-101-2-5p,9,4850308,4850329,+
MIMAT0019739,hsa-miR-4665-5p,9,6007835,6007857,+
MIMAT0019740,hsa-miR-4665-3p,9,6007871,6007896,+
MIMAT0015025,hsa-miR-3152-3p,9,18573348,18573369,+
MIMAT0019207,hsa-miR-3152-5p,9,18573314,18573335,+
MIMAT0019000,hsa-miR-4473,9,20411159,20411180,-
MIMAT0019234,hsa-miR-4474-5p,9,20502308,20502328,-
MIMAT0019001,hsa-miR-4474-3p,9,20502275,20502296,-
MIMAT0002807,hsa-miR-491-5p,9,20716119,20716140,+
MIMAT0004765,hsa-miR-491-3p,9,20716153,20716174,+
MIMAT0000089,hsa-miR-31-5p,9,21512157,21512177,-
MIMAT0004504,hsa-miR-31-3p,9,21512120,21512141,-
MIMAT0004924,hsa-miR-876-5p,9,28863673,28863694,-
MIMAT0004925,hsa-miR-876-3p,9,28863634,28863655,-
MIMAT0004953,hsa-miR-873-5p,9,28888923,28888943,-
MIMAT0022717,hsa-miR-873-3p,9,28888887,28888908,-
MIMAT0049011,hsa-miR-12117,9,33108698,33108717,+
MIMAT0027602,hsa-miR-6851-5p,9,33467906,33467928,-
MIMAT0027603,hsa-miR-6851-3p,9,33467867,33467887,-
MIMAT0019743,hsa-miR-4667-5p,9,35608093,35608114,+
MIMAT0019744,hsa-miR-4667-3p,9,35608136,35608156,+
MIMAT0027604,hsa-miR-6852-5p,9,35710713,35710733,-
MIMAT0027605,hsa-miR-6852-3p,9,35710681,35710697,-
MIMAT0027606,hsa-miR-6853-5p,9,35732924,35732947,+
MIMAT0027607,hsa-miR-6853-3p,9,35732971,35732992,+
MIMAT0019002,hsa-miR-4475,9,36823539,36823560,-
MIMAT0019083,hsa-miR-4540,9,36864251,36864271,-
MIMAT0019003,hsa-miR-4476,9,36893463,36893484,-
MIMAT0005887,hsa-miR-1299,9,69002239,69002260,-
MIMAT0019005,hsa-miR-4477b,9,68415357,68415378,+
MIMAT0019004,hsa-miR-4477a,9,68415320,68415341,-
MIMAT0000265,hsa-miR-204-5p,9,73424947,73424968,-
MIMAT0022693,hsa-miR-204-3p,9,73424909,73424929,-
MIMAT0000252,hsa-miR-7-5p,9,86584726,86584749,-
MIMAT0004553,hsa-miR-7-1-3p,9,86584686,86584707,-
MIMAT0016920,hsa-miR-4289,9,91360792,91360810,-
MIMAT0015026,hsa-miR-3153,9,91927189,91927211,+
MIMAT0016921,hsa-miR-4290,9,92785733,92785751,-
MIMAT0018184,hsa-miR-3910,9,94398595,94398614,+
MIMAT0018184,hsa-miR-3910,9,94398559,94398578,-
MIMAT0018071,hsa-miR-3651,9,95054743,95054766,-
MIMAT0019750,hsa-miR-4670-5p,9,95290312,95290333,-
MIMAT0019751,hsa-miR-4670-3p,9,95290273,95290294,-
MIMAT0022291,hsa-miR-548au-5p,9,96357123,96357143,+
MIMAT0022292,hsa-miR-548au-3p,9,96357156,96357176,+
MIMAT0016922,hsa-miR-4291,9,96581649,96581664,+
MIMAT0000062,hsa-let-7a-5p,9,96938244,96938265,+
MIMAT0004481,hsa-let-7a-3p,9,96938295,96938315,+
MIMAT0000067,hsa-let-7f-5p,9,96938635,96938656,+
MIMAT0004486,hsa-let-7f-1-3p,9,96938691,96938712,+
MIMAT0000065,hsa-let-7d-5p,9,96941123,96941144,+
MIMAT0004484,hsa-let-7d-3p,9,96941177,96941198,+
MIMAT0011778,hsa-miR-2278,9,97572259,97572280,+
MIMAT0023706,hsa-miR-6081,9,97827688,97827711,+
MIMAT0004587,hsa-miR-23b-5p,9,97847509,97847530,+
MIMAT0000418,hsa-miR-23b-3p,9,97847547,97847569,+
MIMAT0004588,hsa-miR-27b-5p,9,97847745,97847766,+
MIMAT0000419,hsa-miR-27b-3p,9,97847787,97847807,+
MIMAT0015027,hsa-miR-3074-3p,9,97848306,97848327,-
MIMAT0019208,hsa-miR-3074-5p,9,97848345,97848365,-
MIMAT0000079,hsa-miR-24-1-5p,9,97848309,97848330,+
MIMAT0000080,hsa-miR-24-3p,9,97848346,97848367,+
MIMAT0005890,hsa-miR-1302,9,100125878,100125898,-
MIMAT0027608,hsa-miR-6854-5p,9,100991471,100991494,-
MIMAT0027609,hsa-miR-6854-3p,9,100991431,100991451,-
MIMAT0031008,hsa-miR-8081,9,109363271,109363293,+
MIMAT0000090,hsa-miR-32-5p,9,111808552,111808573,-
MIMAT0004505,hsa-miR-32-3p,9,111808511,111808532,-
MIMAT0018202,hsa-miR-3927-3p,9,112273760,112273781,-
MIMAT0022970,hsa-miR-3927-5p,9,112273798,112273818,-
MIMAT0030017,hsa-miR-7702,9,114033473,114033494,-
MIMAT0019745,hsa-miR-4668-5p,9,114694380,114694402,+
MIMAT0019746,hsa-miR-4668-3p,9,114694427,114694449,+
MIMAT0003150,hsa-miR-455-5p,9,116971729,116971750,+
MIMAT0004784,hsa-miR-455-3p,9,116971767,116971787,+
MIMAT0000251,hsa-miR-147a,9,123007263,123007282,-
MIMAT0019006,hsa-miR-4478,9,124882426,124882442,-
MIMAT0003268,hsa-miR-600,9,125873840,125873862,-
MIMAT0003269,hsa-miR-601,9,126164846,126164867,-
MIMAT0028211,hsa-miR-7150,9,126247863,126247880,-
MIMAT0000256,hsa-miR-181a-5p,9,127454759,127454781,+
MIMAT0004558,hsa-miR-181a-2-3p,9,127454797,127454818,+
MIMAT0000257,hsa-miR-181b-5p,9,127456004,127456026,+
MIMAT0031893,hsa-miR-181b-2-3p,9,127456042,127456061,+
MIMAT0018185,hsa-miR-3911,9,130453042,130453063,-
MIMAT0019337,hsa-miR-3960,9,130548158,130548177,+
MIMAT0013802,hsa-miR-2861,9,130548250,130548268,+
MIMAT0019754,hsa-miR-4672,9,130631704,130631724,-
MIMAT0000263,hsa-miR-199b-5p,9,131007062,131007084,-
MIMAT0004563,hsa-miR-199b-3p,9,131007024,131007045,-
MIMAT0015028,hsa-miR-3154,9,131007235,131007256,-
MIMAT0000276,hsa-miR-219a-5p,9,131154955,131154975,-
MIMAT0004675,hsa-miR-219a-2-3p,9,131154911,131154932,-
MIMAT0019747,hsa-miR-219b-5p,9,131154913,131154934,+
MIMAT0019748,hsa-miR-219b-3p,9,131154955,131154977,+
MIMAT0027610,hsa-miR-6855-5p,9,132631889,132631913,+
MIMAT0027611,hsa-miR-6855-3p,9,132631929,132631950,+
MIMAT0049020,hsa-miR-12126,9,133003730,133003753,+
MIMAT0027612,hsa-miR-6856-5p,9,133501689,133501712,+
MIMAT0027613,hsa-miR-6856-3p,9,133501729,133501750,+
MIMAT0022471,hsa-miR-548aw,9,135821101,135821120,+
MIMAT0027654,hsa-miR-6877-5p,9,135927388,135927409,+
MIMAT0027655,hsa-miR-6877-3p,9,135927422,135927442,+
MIMAT0019749,hsa-miR-4669,9,137271295,137271316,+
MIMAT0019007,hsa-miR-3689c,9,137741148,137741169,-
MIMAT0018117,hsa-miR-3689a-5p,9,137741380,137741401,-
MIMAT0018118,hsa-miR-3689a-3p,9,137741340,137741361,-
MIMAT0019008,hsa-miR-3689d,9,137741506,137741527,-
MIMAT0018180,hsa-miR-3689b-5p,9,137742052,137742073,-
MIMAT0018181,hsa-miR-3689b-3p,9,137742012,137742033,-
MIMAT0019008,hsa-miR-3689d,9,137742178,137742199,-
MIMAT0019009,hsa-miR-3689e,9,137742460,137742481,-
MIMAT0019010,hsa-miR-3689f,9,137742629,137742650,-
MIMAT0019755,hsa-miR-4673,9,139414056,139414077,-
MIMAT0019756,hsa-miR-4674,9,139440634,139440654,-
MIMAT0000444,hsa-miR-126-5p,9,139565068,139565088,+
MIMAT0000445,hsa-miR-126-3p,9,139565105,139565126,+
MIMAT0025853,hsa-miR-6722-5p,9,139641393,139641412,-
MIMAT0025854,hsa-miR-6722-3p,9,139641355,139641376,-
MIMAT0016919,hsa-miR-4292,9,139725448,139725465,+
MIMAT0019011,hsa-miR-4479,9,139781229,139781250,+
MIMAT0018002,hsa-miR-3621,9,140063688,140063707,-
MIMAT0028125,hsa-miR-7114-5p,9,140344513,140344533,-
MIMAT0028126,hsa-miR-7114-3p,9,140344478,140344498,-
MIMAT0003270,hsa-miR-602,9,140732886,140732908,+
MIMAT0018119,hsa-miR-3690,X,1412820,1412842,+
MIMAT0023714,hsa-miR-6089,X,2527270,2527293,+
MIMAT0019924,hsa-miR-4770,X,6301948,6301965,-
MIMAT0019919,hsa-miR-4767,X,7065910,7065932,+
MIMAT0003321,hsa-miR-651-5p,X,8095021,8095042,+
MIMAT0026624,hsa-miR-651-3p,X,8095059,8095080,+
MIMAT0022474,hsa-miR-548ax,X,11336776,11336797,-
MIMAT0023711,hsa-miR-6086,X,13608412,13608431,+
MIMAT0019076,hsa-miR-548am-3p,X,16645142,16645163,-
MIMAT0022740,hsa-miR-548am-5p,X,16645178,16645199,-
MIMAT0019920,hsa-miR-4768-5p,X,17444012,17444033,+
MIMAT0019921,hsa-miR-4768-3p,X,17444050,17444069,+
MIMAT0018000,hsa-miR-23c,X,20035219,20035240,-
MIMAT0024618,hsa-miR-6134,X,28513692,28513710,-
MIMAT0022485,hsa-miR-4666b,X,29592403,29592425,+
MIMAT0018189,hsa-miR-3915,X,32601828,32601849,-
MIMAT0005895,hsa-miR-548f-3p,X,32659607,32659625,-
MIMAT0018990,hsa-miR-548aj-3p,X,37883165,37883185,-
MIMAT0022739,hsa-miR-548aj-5p,X,37883202,37883224,-
MIMAT0018352,hsa-miR-3937,X,39520530,39520552,+
MIMAT0019077,hsa-miR-1587,X,39696816,39696835,+
MIMAT0004568,hsa-miR-221-5p,X,45605649,45605670,-
MIMAT0000278,hsa-miR-221-3p,X,45605608,45605630,-
MIMAT0004569,hsa-miR-222-5p,X,45606479,45606500,-
MIMAT0000279,hsa-miR-222-3p,X,45606442,45606462,-
MIMAT0019922,hsa-miR-4769-5p,X,47446835,47446858,+
MIMAT0019923,hsa-miR-4769-3p,X,47446875,47446896,+
MIMAT0002888,hsa-miR-532-5p,X,49767773,49767794,+
MIMAT0004780,hsa-miR-532-3p,X,49767810,49767831,+
MIMAT0000457,hsa-miR-188-5p,X,49768123,49768143,+
MIMAT0004613,hsa-miR-188-3p,X,49768162,49768182,+
MIMAT0004773,hsa-miR-500a-5p,X,49773051,49773073,+
MIMAT0002871,hsa-miR-500a-3p,X,49773090,49773111,+
MIMAT0000705,hsa-miR-362-5p,X,49773576,49773599,+
MIMAT0004683,hsa-miR-362-3p,X,49773613,49773634,+
MIMAT0002872,hsa-miR-501-5p,X,49774343,49774364,+
MIMAT0004774,hsa-miR-501-3p,X,49774380,49774401,+
MIMAT0016925,hsa-miR-500b-5p,X,49775290,49775307,+
MIMAT0027032,hsa-miR-500b-3p,X,49775330,49775349,+
MIMAT0003338,hsa-miR-660-5p,X,49777864,49777885,+
MIMAT0022711,hsa-miR-660-3p,X,49777900,49777920,+
MIMAT0002873,hsa-miR-502-5p,X,49779221,49779241,+
MIMAT0004775,hsa-miR-502-3p,X,49779257,49779278,+
MIMAT0031015,hsa-miR-8088,X,52079754,52079774,-
MIMAT0027690,hsa-miR-6895-5p,X,53224645,53224665,-
MIMAT0027691,hsa-miR-6895-3p,X,53224593,53224614,-
MIMAT0027688,hsa-miR-6894-5p,X,53228099,53228122,-
MIMAT0027689,hsa-miR-6894-3p,X,53228071,53228091,-
MIMAT0027614,hsa-miR-6857-5p,X,53432671,53432692,-
MIMAT0027615,hsa-miR-6857-3p,X,53432605,53432625,-
MIMAT0000096,hsa-miR-98-5p,X,53583260,53583281,-
MIMAT0022842,hsa-miR-98-3p,X,53583202,53583223,-
MIMAT0000067,hsa-let-7f-5p,X,53584207,53584228,-
MIMAT0004487,hsa-let-7f-2-3p,X,53584157,53584178,-
MIMAT0019078,hsa-miR-4536-5p,X,55477994,55478014,-
MIMAT0020959,hsa-miR-4536-3p,X,55477928,55477948,-
MIMAT0019078,hsa-miR-4536-5p,X,55477929,55477949,+
MIMAT0020959,hsa-miR-4536-3p,X,55477995,55478015,+
MIMAT0006789,hsa-miR-1468-5p,X,63005935,63005955,-
MIMAT0026638,hsa-miR-1468-3p,X,63005892,63005913,-
MIMAT0004570,hsa-miR-223-5p,X,65238737,65238758,+
MIMAT0000280,hsa-miR-223-3p,X,65238779,65238800,+
MIMAT0018203,hsa-miR-676-5p,X,69242714,69242734,+
MIMAT0018204,hsa-miR-676-3p,X,69242749,69242769,+
MIMAT0003339,hsa-miR-421,X,73438227,73438249,-
MIMAT0004955,hsa-miR-374b-5p,X,73438422,73438443,-
MIMAT0004956,hsa-miR-374b-3p,X,73438392,73438413,-
MIMAT0018443,hsa-miR-374c-5p,X,73438396,73438417,+
MIMAT0022735,hsa-miR-374c-3p,X,73438422,73438443,+
MIMAT0004785,hsa-miR-545-5p,X,73506999,73507020,-
MIMAT0003165,hsa-miR-545-3p,X,73506961,73506982,-
MIMAT0000727,hsa-miR-374a-5p,X,73507160,73507181,-
MIMAT0004688,hsa-miR-374a-3p,X,73507130,73507151,-
MIMAT0001075,hsa-miR-384,X,76139710,76139729,-
MIMAT0000771,hsa-miR-325,X,76225889,76225911,-
MIMAT0016926,hsa-miR-4328,X,78156701,78156717,-
MIMAT0005935,hsa-miR-548i,X,83480805,83480826,-
MIMAT0005952,hsa-miR-1321,X,85090837,85090854,+
MIMAT0000703,hsa-miR-361-5p,X,85158686,85158707,-
MIMAT0004682,hsa-miR-361-3p,X,85158646,85158668,-
MIMAT0005917,hsa-miR-548m,X,94318191,94318211,-
MIMAT0019079,hsa-miR-548an,X,105883058,105883077,+
MIMAT0003322,hsa-miR-652-3p,X,109298617,109298637,+
MIMAT0022709,hsa-miR-652-5p,X,109298577,109298601,+
MIMAT0019363,hsa-miR-3978,X,109325349,109325372,+
MIMAT0016923,hsa-miR-4329,X,112023956,112023974,-
MIMAT0010367,hsa-miR-764,X,113873928,113873949,+
MIMAT0007887,hsa-miR-1912-3p,X,113886064,113886085,+
MIMAT0037333,hsa-miR-1912-5p,X,113886031,113886052,+
MIMAT0005791,hsa-miR-1264,X,113887171,113887193,+
MIMAT0005800,hsa-miR-1298-5p,X,113949667,113949688,+
MIMAT0026641,hsa-miR-1298-3p,X,113949721,113949741,+
MIMAT0007885,hsa-miR-1911-5p,X,113997755,113997777,+
MIMAT0007886,hsa-miR-1911-3p,X,113997792,113997811,+
MIMAT0001532,hsa-miR-448,X,114058087,114058108,+
MIMAT0005933,hsa-miR-1277-3p,X,117520403,117520424,+
MIMAT0022724,hsa-miR-1277-5p,X,117520364,117520387,+
MIMAT0003888,hsa-miR-766-3p,X,118780726,118780747,-
MIMAT0022714,hsa-miR-766-5p,X,118780762,118780783,-
MIMAT0018095,hsa-miR-3672,X,120504840,120504862,+
MIMAT0003385,hsa-miR-363-5p,X,133303455,133303476,-
MIMAT0000707,hsa-miR-363-3p,X,133303412,133303433,-
MIMAT0000092,hsa-miR-92a-3p,X,133303574,133303595,-
MIMAT0004508,hsa-miR-92a-2-5p,X,133303613,133303634,-
MIMAT0004492,hsa-miR-19b-2-5p,X,133303757,133303778,-
MIMAT0000074,hsa-miR-19b-3p,X,133303713,133303735,-
MIMAT0001413,hsa-miR-20b-5p,X,133303880,133303902,-
MIMAT0004752,hsa-miR-20b-3p,X,133303843,133303864,-
MIMAT0001412,hsa-miR-18b-5p,X,133304114,133304136,-
MIMAT0004751,hsa-miR-18b-3p,X,133304072,133304093,-
MIMAT0000103,hsa-miR-106a-5p,X,133304274,133304296,-
MIMAT0004517,hsa-miR-106a-3p,X,133304238,133304259,-
MIMAT0004909,hsa-miR-450b-5p,X,133674261,133674282,-
MIMAT0004910,hsa-miR-450b-3p,X,133674224,133674245,-
MIMAT0001545,hsa-miR-450a-5p,X,133674423,133674444,-
MIMAT0022700,hsa-miR-450a-1-3p,X,133674388,133674409,-
MIMAT0001545,hsa-miR-450a-5p,X,133674594,133674615,-
MIMAT0031074,hsa-miR-450a-2-3p,X,133674559,133674580,-
MIMAT0003340,hsa-miR-542-5p,X,133675430,133675452,-
MIMAT0003389,hsa-miR-542-3p,X,133675394,133675415,-
MIMAT0002874,hsa-miR-503-5p,X,133680401,133680423,-
MIMAT0022925,hsa-miR-503-3p,X,133680361,133680383,-
MIMAT0001341,hsa-miR-424-5p,X,133680710,133680731,-
MIMAT0004749,hsa-miR-424-3p,X,133680674,133680694,-
MIMAT0004977,hsa-miR-934,X,135633051,135633072,+
MIMAT0002875,hsa-miR-504-5p,X,137749921,137749942,-
MIMAT0026612,hsa-miR-504-3p,X,137749885,137749905,-
MIMAT0004776,hsa-miR-505-5p,X,139006355,139006376,-
MIMAT0002876,hsa-miR-505-3p,X,139006319,139006340,-
MIMAT0006764,hsa-miR-320d,X,140008337,140008355,-
MIMAT0025857,hsa-miR-892c-5p,X,145074314,145074334,-
MIMAT0025858,hsa-miR-892c-3p,X,145074278,145074299,-
MIMAT0004912,hsa-miR-890,X,145075839,145075859,-
MIMAT0004916,hsa-miR-888-5p,X,145076348,145076368,-
MIMAT0004917,hsa-miR-888-3p,X,145076312,145076333,-
MIMAT0004907,hsa-miR-892a,X,145078197,145078217,-
MIMAT0004918,hsa-miR-892b,X,145078726,145078747,-
MIMAT0004913,hsa-miR-891b,X,145082618,145082639,-
MIMAT0004902,hsa-miR-891a-5p,X,145109359,145109380,-
MIMAT0026717,hsa-miR-891a-3p,X,145109322,145109343,-
MIMAT0005789,hsa-miR-513c-5p,X,146271271,146271292,-
MIMAT0022728,hsa-miR-513c-3p,X,146271235,146271257,-
MIMAT0005788,hsa-miR-513b-5p,X,146280611,146280632,-
MIMAT0026749,hsa-miR-513b-3p,X,146280575,146280596,-
MIMAT0002877,hsa-miR-513a-5p,X,146295056,146295073,-
MIMAT0004777,hsa-miR-513a-3p,X,146295016,146295038,-
MIMAT0002877,hsa-miR-513a-5p,X,146307418,146307435,-
MIMAT0004777,hsa-miR-513a-3p,X,146307378,146307400,-
MIMAT0002878,hsa-miR-506-3p,X,146312271,146312291,-
MIMAT0022701,hsa-miR-506-5p,X,146312306,146312327,-
MIMAT0002879,hsa-miR-507,X,146312520,146312540,-
MIMAT0004778,hsa-miR-508-5p,X,146318498,146318520,-
MIMAT0002880,hsa-miR-508-3p,X,146318463,146318485,-
MIMAT0015087,hsa-miR-514b-5p,X,146331715,146331736,-
MIMAT0015088,hsa-miR-514b-3p,X,146331679,146331699,-
MIMAT0004779,hsa-miR-509-5p,X,146340329,146340349,-
MIMAT0002881,hsa-miR-509-3p,X,146340293,146340314,-
MIMAT0002881,hsa-miR-509-3p,X,146341180,146341201,-
MIMAT0004975,hsa-miR-509-3-5p,X,146341214,146341235,-
MIMAT0004779,hsa-miR-509-5p,X,146342104,146342124,-
MIMAT0002881,hsa-miR-509-3p,X,146342068,146342089,-
MIMAT0002882,hsa-miR-510-5p,X,146353896,146353917,-
MIMAT0026613,hsa-miR-510-3p,X,146353860,146353880,-
MIMAT0002883,hsa-miR-514a-3p,X,146360784,146360804,-
MIMAT0022702,hsa-miR-514a-5p,X,146360819,146360841,-
MIMAT0002883,hsa-miR-514a-3p,X,146363475,146363495,-
MIMAT0022702,hsa-miR-514a-5p,X,146363510,146363532,-
MIMAT0002883,hsa-miR-514a-3p,X,146366173,146366193,-
MIMAT0022702,hsa-miR-514a-5p,X,146366208,146366230,-
MIMAT0011156,hsa-miR-2114-5p,X,149396251,149396272,+
MIMAT0011157,hsa-miR-2114-3p,X,149396287,149396307,+
MIMAT0016924,hsa-miR-4330,X,150336770,150336788,+
MIMAT0000281,hsa-miR-224-5p,X,151127100,151127124,-
MIMAT0009198,hsa-miR-224-3p,X,151127056,151127078,-
MIMAT0001635,hsa-miR-452-5p,X,151128150,151128171,-
MIMAT0001636,hsa-miR-452-3p,X,151128106,151128127,-
MIMAT0000102,hsa-miR-105-5p,X,151560737,151560759,-
MIMAT0004516,hsa-miR-105-3p,X,151560700,151560721,-
MIMAT0003882,hsa-miR-767-5p,X,151561953,151561975,-
MIMAT0003883,hsa-miR-767-3p,X,151561919,151561941,-
MIMAT0000102,hsa-miR-105-5p,X,151562930,151562952,-
MIMAT0004516,hsa-miR-105-3p,X,151562893,151562914,-
MIMAT0049023,hsa-miR-12129,X,152600968,152600989,+
MIMAT0015089,hsa-miR-3202,X,153246556,153246577,+
MIMAT0015089,hsa-miR-3202,X,153246599,153246620,-
MIMAT0012735,hsa-miR-718,X,153285379,153285399,-
MIMAT0027616,hsa-miR-6858-5p,X,153678668,153678689,+
MIMAT0027617,hsa-miR-6858-3p,X,153678709,153678730,+
MIMAT0022271,hsa-miR-664b-5p,X,153996871,153996894,+
MIMAT0022272,hsa-miR-664b-3p,X,153996910,153996931,+
MIMAT0005829,hsa-miR-1184,X,154115651,154115673,-
MIMAT0005829,hsa-miR-1184,X,154612765,154612787,-
MIMAT0005829,hsa-miR-1184,X,154687238,154687260,+
MIMAT0018119,hsa-miR-3690,Y,1362820,1362842,+
MIMAT0023714,hsa-miR-6089,Y,2477270,2477293,+
MIMAT0039763,hsa-miR-9985,Y,4474181,4474199,+
MIMAT0049014,hsa-miR-12120,Y,15591069,15591094,+
